UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,mmcode,VehicleType,RegistrationYear,make,Model,Cylinders,cubiccapacity,kilowatts,bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims,LossRatio
84350,6920,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058407.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,,,,,,500000.0,Monthly,279.7246,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,245.372456140351,13157.8947368421,53.62417177466689
147092,13040,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,1466,Rand East,Rand East,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1300.0,59.28000000000138
90770,6932,2015-08-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,180000.0,Monthly,670.7187,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,588.349736842105,43859.649122807,74.5469002131594
145535,12648,2015-07-01,False,  ,Individual,Mr,English,Ithala Bank,Savings account,Not specified,Not specified,South Africa,KwaZulu-Natal,3310,Natal,Natal 2,Mobility - Motor,60058405.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 15s,4.0,2494.0,75.0,B/S,4.0,10/2010,,Yes,Yes,0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,2650.0,120.84000000000282
90718,6932,2014-12-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,250000.0,Monthly,769.3538,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,674.871754385965,20453.04385964915,30.306563768190955
144452,12742,2015-03-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1724,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058419.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,280000.0,Yes,Yes,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,3771.9298245614,172.00000000000384
72099,5672,2015-02-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058415.0,Passenger Vehicle,2008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,No,0,More than 6 months,,,,,,138600.0,Monthly,573.7488,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,503.288421052632,26226.17,52.10962323581326
126088,10746,2015-04-01,False,  ,Individual,Mr,English,Nedbank,Savings account,Not specified,Male,South Africa,Gauteng,1431,Rand East,Rand East,Mobility - Motor,44004720.0,Medium Commercial,2011,MERCEDES-BENZ,SPRINTER 518 CDI F/C P/V,6.0,2987.0,135.0,P/V,4.0,3/2007,,Yes,No,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,2192.98245614035,100.0000000000023
93124,6594,2015-05-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60052111.0,Passenger Vehicle,2013,TOYOTA,AVANZA 1.3 SX,4.0,1298.0,67.0,MPV,5.0,1/2012,,Yes,No,0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
122233,10386,2015-04-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,No,0,More than 6 months,No,No,No,,,116300.0,Monthly,424.7202,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,372.561578947368,33532.4824561404,90.00520813467337
17100,867,2014-07-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,,,,,,,0.01,Monthly,18.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,15.78947368421,750.0,47.500000000001585
122205,10386,2015-02-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,44004620.0,Medium Commercial,2012,MERCEDES-BENZ,SPRINTER 515 CDi HI-ROOF F/C P/V,4.0,2148.0,110.0,P/V,5.0,5/2010,,Yes,No,0,More than 6 months,No,No,No,,,405500.0,Monthly,742.9144,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,651.679298245614,11878.105263157904,18.226918202150898
225014,11511,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1827,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058400.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.5 D-4D 14 SEAT,4.0,2494.0,75.0,B/S,4.0,3/2005,90000.0,Yes,Yes,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1300.0,59.28000000000138
81976,7160,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,47048275.0,Passenger Vehicle,2014,NISSAN/DATSUN                      ,NV350 2.5 16 SEAT IMPENDULO,4.0,2488.0,108.0,B/S,4.0,2014-02-01 12:00:00 AM,,Yes,No,0,More than 6 months,No,No,No,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
182639,16048,2015-07-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,1401,Rand East,Rand East,Mobility - Motor,60058419.0,Passenger Vehicle,2015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,No,No,No,,,339500.0,Monthly,932.1247,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,817.653245614035,87514.7192982456,107.03158064580845
147093,13040,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,1466,Rand East,Rand East,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1300.0,59.28000000000138
108510,8315,2015-02-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,4824.56140350877,64.70588235294197
84309,6697,2015-01-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,220000.0,Monthly,714.7842,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,627.003684210526,22853.7105263158,36.44908491262122
84309,6697,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,220000.0,Monthly,714.7842,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,627.003684210526,23271.9298245614,37.116097417933986
93125,6594,2015-05-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60052111.0,Passenger Vehicle,2013,TOYOTA,AVANZA 1.3 SX,4.0,1298.0,67.0,MPV,5.0,1/2012,,Yes,No,0,More than 6 months,,,,,,190000.0,Monthly,717.3462,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,629.251052631579,22354.061403508724,35.524869302994766
152695,12988,2015-04-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3610,Natal,Natal 3,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,265500.0,Yes,No,0,More than 6 months,No,No,No,,,265500.0,Monthly,1026.4817,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,900.422543859649,8523.14912280702,9.46572160029741
78483,6648,2015-07-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3624,Natal,Natal 3,Mobility - Motor,60056925.0,Passenger Vehicle,2004,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,11/1992,,Yes,No,0,More than 6 months,No,No,No,,,55500.0,Monthly,444.5134,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,389.924035087719,26271.92982456144,67.37704645124323
111116,8507,2015-05-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4001,Natal (Durban),Durban,Mobility - Motor,60058415.0,Passenger Vehicle,2008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,142000.0,Yes,No,0,More than 6 months,No,No,No,,,142000.0,Monthly,891.2574,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,781.804736842105,34369.298245614,43.96148632258198
134144,11462,2015-03-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1863,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,Yes,0,More than 6 months,No,No,No,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
93413,7910,2015-03-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1863,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,216700.0,Monthly,616.1824,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,540.510877192982,23376.192982456152,43.2483303645155
93379,7910,2014-12-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1863,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,3508.77192982456,47.05882352941234
81422,6754,2015-03-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056925.0,Passenger Vehicle,2001,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,11/1992,,Yes,No,0,More than 6 months,No,No,No,,,40000.0,Monthly,262.3437,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,230.126052631579,17692.1052631579,76.88006229995233
184397,6266,2015-07-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,8,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,32800,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1052.63157894737,48.00000000000119
130144,9748,2015-03-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4057,Natal (Durban),Durban,Mobility - Motor,44004540.0,Medium Commercial,2008,MERCEDES-BENZ,SPRINTER 416 CDI HI-ROOF F/C P/V,5.0,2700.0,115.0,P/V,2.0,5/2004,,Yes,Yes,0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,5701.75438596491,76.47058823529505
116029,8214,2015-07-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4068,Natal (Durban),Durban,Mobility - Motor,60056925.0,Passenger Vehicle,2005,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,11/1992,,Yes,No,0,More than 6 months,,,,,,77800.0,Monthly,468.9334,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,411.345087719298,18421.05263157894,44.78247870593138
17093,867,2014-09-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
17118,867,2015-05-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
17103,867,2015-02-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,,,,,,,178300.0,Monthly,433.3539,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,380.135,22481.22807017544,59.14011619602362
122158,10385,2015-07-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,44004620.0,Medium Commercial,2013,MERCEDES-BENZ,SPRINTER 515 CDi HI-ROOF F/C P/V,4.0,2148.0,110.0,P/V,5.0,5/2010,,Yes,No,0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,4561.40350877193,208.00000000000486
184194,16320,2015-04-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4091,Natal (Durban),Durban,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,Yes,0,More than 6 months,,,,,,93900.0,Monthly,752.3997,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,659.999736842105,55529.350877193,84.13541366377478
147094,13040,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,1466,Rand East,Rand East,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1300.0,59.28000000000138
53782,4997,2015-01-01,False,  ,Individual,Mr,English,Nedbank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60056925.0,Passenger Vehicle,2005,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,11/1992,58300.0,Yes,Yes,0,More than 6 months,No,No,No,,,62500.0,Monthly,284.3765,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,249.453070175439,29524.42105263155,118.35661526180931
48586,4431,2015-01-01,False,  ,Individual,Mr,English,Nedbank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0,More than 6 months,No,No,No,,,218000.0,Monthly,664.9799,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,583.315701754386,8783.0350877193,15.057086687883348
224060,13084,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,64082401.0,Medium Commercial,2013,VOLKSWAGEN,CRAFTER 50 2.0 BiTDi HR 120KW F/C P/V,4.0,1968.0,120.0,P/V,5.0,1/2012,450000.0,Yes,No,0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,2550.0,116.2800000000027
93373,7910,2015-02-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1863,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058407.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1150.0,52.44000000000122
93407,7910,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1863,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058407.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,No,No,No,,,260000.0,Monthly,659.4461,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,578.46149122807,51573.149122807,89.15571719963162
82130,7182,2015-03-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1874,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,,,,,,250000.0,Monthly,769.3538,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,674.871754385965,38247.701754386,56.6740295557129
82130,7182,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1874,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0,More than 6 months,,,,,,250000.0,Monthly,769.3538,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,674.871754385965,31899.6578947368,47.267732998784105
182983,13933,2015-06-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,Gauteng,2090,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,Yes,0,More than 6 months,No,No,No,,,260900.0,Monthly,863.5285,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,757.481140350877,37269.798245614016,49.202278789872004
111117,8507,2015-02-01,False,  ,Individual,Mr,English,Nedbank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4001,Natal (Durban),Durban,Mobility - Motor,44004540.0,Medium Commercial,2007,MERCEDES-BENZ,SPRINTER 416 CDI HI-ROOF F/C P/V,5.0,2700.0,115.0,P/V,2.0,5/2004,98000.0,Yes,No,0,More than 6 months,No,No,No,,,100000.0,Monthly,783.6555,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,687.417105263158,60843.42105263148,88.51019357357904
